scenario,window_id,time_min,day0_6,q,coverage,risk_proxy,x_hat,U,fixed_threshold,adaptive_threshold,fixed_alert,adaptive_alert,request_more_data,request_confirmation,policy,true_risk,true_low_quality
low_quality_artifact,285,117.958878949987,2.96091213837976,0.632738095238095,0.75,0.964096405450238,0.831078396978376,0.684497319810896,0.62,0.777766392404194,1,0,1,0,request_more_data,0,1
low_quality_artifact,286,118.486150820757,2.97414880779309,0.687377450980392,0.666666666666667,0.902101333008378,0.821273440848285,0.688664436718893,0.62,0.769098101104819,1,0,1,0,request_more_data,0,1
low_quality_artifact,287,118.910967905904,2.98481344520113,0.594869337979094,0.683333333333333,0.964095708083597,0.825541196780298,0.720809604327567,0.62,0.794750208375482,1,0,1,0,request_more_data,0,1
low_quality_artifact,288,119.340164056146,2.99558801496136,0.551990171990172,0.733333333333333,0.997324084650066,0.836233483187653,0.748137226745507,0.62,0.810120192530511,1,0,1,0,request_more_data,0,1
low_quality_artifact,289,119.793828611804,3.0069768412589,0.571159732185557,0.683333333333333,0.989094269051044,0.84037559560363,0.771390570142591,0.62,0.813180607846525,1,0,1,0,request_more_data,0,1
low_quality_artifact,290,120.249308916235,3.01841125023891,0.616145833333334,0.666666666666667,0.966754569999745,0.840301766868176,0.776837363940768,0.62,0.806608211903415,1,0,1,0,request_more_data,0,1
low_quality_artifact,291,120.660612124289,3.02873663434426,0.560981198589894,0.766666666666667,0.987026804842591,0.847166890972836,0.77551001625267,0.62,0.816166188804567,1,0,1,0,request_more_data,0,1
low_quality_artifact,292,121.076425320455,3.03917523750224,0.58086003051106,0.766666666666667,0.981031070380722,0.8520518509665,0.766994757535932,0.62,0.81020372661807,1,0,1,0,request_more_data,0,1
low_quality_artifact,293,121.537277840355,3.05074451094994,0.663172043010753,0.666666666666667,0.934925410884661,0.84331963392875,0.756058177197489,0.62,0.792325321873362,1,0,1,0,request_more_data,0,1
low_quality_artifact,294,121.947322329469,3.06103829608819,0.757241315594974,0.683333333333333,0.838399376408298,0.813988316637288,0.707602961579379,0.62,0.761825392435131,1,0,1,0,request_more_data,0,1
low_quality_artifact,295,122.32341245392,3.07047968851388,0.717223942208462,0.633333333333333,0.862781386448248,0.798825896226794,0.704105768228243,0.62,0.768049305506385,1,0,1,0,request_more_data,0,1
low_quality_artifact,296,122.73207491491,3.08073877912279,0.685865614538498,0.683333333333333,0.865757075620205,0.789983317779112,0.697910856137057,0.62,0.771959229101446,1,0,1,0,request_more_data,0,1
low_quality_artifact,297,123.188990601194,3.09220922202783,0.683631019036954,0.783333333333333,0.961720986998954,0.818092929463607,0.679362852577984,0.62,0.767168015295184,1,0,1,0,request_more_data,0,1
low_quality_artifact,298,123.578997130092,3.10199997283067,0.665652173913043,0.766666666666667,0.972022189167084,0.836701663563057,0.674094367446037,0.62,0.768929031580543,1,0,1,0,request_more_data,0,1
low_quality_artifact,299,123.984421940429,3.11217778523426,0.654864066193854,0.783333333333333,0.924263019925027,0.835074565897849,0.6614187722652,0.62,0.767321724319363,1,0,1,0,request_more_data,0,1
low_quality_artifact,300,124.477858291424,3.12456504542527,0.581359649122807,0.75,0.941424451204751,0.832604833672955,0.685164183879079,0.62,0.787201234644037,1,0,1,0,request_more_data,0,1
low_quality_artifact,301,124.915475941994,3.13555102911065,0.616666666666667,0.666666666666667,0.954389209915155,0.831823951408077,0.714008870122224,0.62,0.788922483634223,1,0,1,0,request_more_data,0,1
low_quality_artifact,302,125.380054795563,3.14721384869578,0.666782945736434,0.716666666666667,0.960253556720667,0.839149542237119,0.709002349353428,0.62,0.778499727586402,1,0,1,0,request_more_data,0,1
low_quality_artifact,303,125.771934021095,3.15705161180408,0.614586288416076,0.783333333333333,0.9853638730339,0.851470706482222,0.706165769415671,0.62,0.787100883521494,1,0,1,0,request_more_data,0,1
low_quality_artifact,304,126.181874919977,3.16734279640602,0.673214285714286,0.75,0.972002557259177,0.858278341198181,0.691783300873475,0.62,0.772520752816002,1,0,1,0,request_more_data,0,1
low_quality_artifact,305,126.571469192341,3.1771231978924,0.683440170940171,0.75,0.973088706807427,0.86381334321012,0.677737933532997,0.62,0.766747390620009,1,0,1,0,request_more_data,0,1
low_quality_artifact,306,126.9716686194,3.18716983191376,0.627110917537747,0.816666666666667,0.983065063085577,0.870394514919231,0.668373022702907,0.62,0.77426448120002,1,0,1,0,request_more_data,0,1
low_quality_artifact,307,127.446187112459,3.19908217689425,0.596676213857065,0.783333333333333,0.978661557994024,0.869550483681593,0.678167707748982,0.62,0.782485239675443,1,0,1,0,request_more_data,0,1
low_quality_artifact,308,127.879757448308,3.20996655651168,0.636675503711559,0.766666666666667,0.967187554540354,0.867532378004944,0.675691042865639,0.62,0.774591901334298,1,0,1,0,request_more_data,0,1
low_quality_artifact,309,128.323580994816,3.22110833343673,0.653242753623188,0.766666666666667,0.944323548363806,0.860569041374451,0.66633658553907,0.62,0.768990548298766,1,0,1,0,request_more_data,0,1
low_quality_artifact,310,128.741582933916,3.23160188294831,0.582295630725863,0.716666666666667,0.971371469338979,0.856437148425196,0.696868606304396,0.62,0.790309996234576,1,0,1,0,request_more_data,0,1
low_quality_artifact,311,129.183668416327,3.24270002739238,0.590975177304965,0.783333333333333,0.975555507613688,0.858731557060538,0.701663585999335,0.62,0.79009027216492,1,0,1,0,request_more_data,0,1
low_quality_artifact,312,129.591778640048,3.25294525459879,0.710871212121212,0.733333333333333,0.932740436052022,0.852697946002195,0.676486103498224,0.62,0.761459290797684,1,0,1,0,request_more_data,0,1
low_quality_artifact,313,130.010031064026,3.26344509230002,0.70109649122807,0.75,0.914602990236253,0.843525125314874,0.655064722406445,0.62,0.757220753852752,1,0,1,0,request_more_data,0,1
low_quality_artifact,314,130.464484739877,3.27485372872533,0.654149659863946,0.816666666666667,0.964091179613427,0.853406427127826,0.64327146310629,0.62,0.762369070894251,1,0,1,0,request_more_data,0,1
low_quality_artifact,315,130.839373244617,3.28426495560693,0.607209302325581,0.833333333333333,0.986307950361933,0.863864638837772,0.647561077228624,0.62,0.77201942720541,1,0,1,0,request_more_data,0,1
low_quality_artifact,316,131.312342050309,3.29613839712887,0.587421171171171,0.8,0.978516192409609,0.86526636967705,0.662891086531961,0.62,0.779873693418138,1,0,1,0,request_more_data,0,1
low_quality_artifact,317,131.728589253674,3.30658789563353,0.601969696969697,0.733333333333333,0.983518085344141,0.864954538702916,0.685710817155848,0.62,0.783644483349092,1,0,1,0,request_more_data,0,1
low_quality_artifact,318,132.177018494712,3.31784529423176,0.637077922077922,0.7,0.978171994208614,0.863771331877885,0.699739646600646,0.62,0.781253075074155,1,0,1,0,request_more_data,0,1
low_quality_artifact,319,132.600733788697,3.32848227219846,0.643921568627451,0.7,0.947066532272909,0.855246684706423,0.704334574169781,0.62,0.781307798414598,1,0,1,0,request_more_data,0,1
low_quality_artifact,320,132.999739524477,3.33849893971159,0.715052552552553,0.75,0.886852590390325,0.837164875151368,0.66733219127726,0.62,0.758143554098173,1,0,1,0,request_more_data,0,1
low_quality_artifact,321,133.400788246871,3.34856689450161,0.701503496503497,0.733333333333333,0.94836469140955,0.842678793700199,0.658809255592212,0.62,0.75819596219519,1,0,1,0,request_more_data,0,1
low_quality_artifact,322,133.799551934064,3.35857748561033,0.609439731353835,0.766666666666667,0.967194719439775,0.847436634012471,0.673095485736016,0.62,0.778767584362394,1,0,1,0,request_more_data,0,1
low_quality_artifact,323,134.19821924546,3.36858565729442,0.645416666666667,0.8,0.9197854890786,0.841049757175817,0.65761548943609,0.62,0.767957337042105,1,0,1,0,request_more_data,0,1
low_quality_artifact,324,134.657698807605,3.3801204639159,0.764730392156863,0.85,0.905563420473432,0.840662627116958,0.592276058574698,0.62,0.72818582581268,1,0,0,1,request_confirmation,0,1
low_quality_artifact,325,135.082296481864,3.39077959321786,0.842354819976771,0.816666666666667,0.814192564085168,0.806277517049272,0.51922573053876,0.62,0.693759336955034,1,0,0,1,request_confirmation,0,1
low_quality_artifact,326,135.5262602666,3.40192489069307,0.833352713178295,0.8,0.808231042817195,0.783986223183945,0.478246643326844,0.62,0.683905571759423,1,0,0,1,request_confirmation,0,1
low_quality_artifact,327,135.907037007444,3.41148393625996,0.67807492480175,0.883333333333333,0.971862308336833,0.825604777225661,0.497842873157797,0.62,0.717342518019868,1,0,0,1,request_confirmation,0,1
low_quality_artifact,328,136.336782752961,3.4222723030979,0.622863683935112,0.816666666666667,0.973096555469186,0.841811312801248,0.543342777057152,0.62,0.740020514467682,1,0,0,1,request_confirmation,0,1
low_quality_artifact,329,136.804931513388,3.43402474187102,0.586323678861789,0.683333333333333,0.956677255833331,0.838022625608176,0.615295257569391,0.62,0.766744409924307,1,0,0,1,request_confirmation,0,1
low_quality_artifact,330,137.194732341993,3.44381032875954,0.562616279069767,0.716666666666667,0.991387328829331,0.843640408545519,0.670677196074212,0.62,0.786518684668221,1,0,1,0,request_more_data,0,1
low_quality_artifact,331,137.627563921769,3.45467616259356,0.57680441898527,0.783333333333333,0.983162497869706,0.850820223501186,0.689580051808222,0.62,0.789257619088954,1,0,1,0,request_more_data,0,1
low_quality_artifact,332,138.044454818743,3.46514182042696,0.571527777777778,0.75,0.938081154986564,0.84227189163507,0.706197813022707,0.62,0.794860387646358,1,0,1,0,request_more_data,0,1
low_quality_artifact,333,138.486672720729,3.47624328914119,0.669116507067943,0.85,0.932182591906246,0.845302813940475,0.662657952687577,0.62,0.765103255480292,1,0,1,0,request_more_data,0,1
low_quality_artifact,334,138.895121738137,3.48649702144768,0.69225890985325,0.883333333333333,0.954389166220773,0.858231678503783,0.616619111061655,0.62,0.748046747323678,1,0,1,0,request_more_data,0,1
low_quality_artifact,335,139.313173043293,3.49699181024814,0.61710407239819,0.65,0.958610940031848,0.850358200035656,0.666249715903575,0.62,0.775471187421327,1,0,1,0,request_more_data,0,1
low_quality_artifact,336,139.710529870359,3.50696708344319,0.642979782107689,0.716666666666667,0.933424859948068,0.843087348350494,0.676095107163804,0.62,0.773570269226481,1,0,1,0,request_more_data,0,1
low_quality_artifact,337,140.13721363543,3.51767858211281,0.616666666666667,0.833333333333333,0.973096431035359,0.853910248896038,0.667636018210468,0.62,0.775938085098931,1,0,1,0,request_more_data,0,1
low_quality_artifact,338,140.546758645942,3.52795982830578,0.581515151515152,0.733333333333333,0.962742735639227,0.850395027186383,0.693885096423882,0.62,0.78961509972596,1,0,1,0,request_more_data,0,1
low_quality_artifact,339,140.981265993331,3.53886773072556,0.536428571428571,0.7,0.990338725186991,0.849409983521007,0.73676835738101,0.62,0.80973799720954,1,0,1,0,request_more_data,0,1
low_quality_artifact,340,141.377698947193,3.54881981094395,0.566079545454546,0.733333333333333,0.990667601735957,0.852926865306845,0.752024133381473,0.62,0.808672439164994,1,0,1,0,request_more_data,0,1
low_quality_artifact,341,141.895812538577,3.56182657027985,0.601292121499763,0.816666666666667,0.982974725730247,0.861089909338055,0.731468210157538,0.62,0.796578516974153,1,0,1,0,request_more_data,0,1
low_quality_artifact,342,142.334966663655,3.57285112572723,0.589102787456446,0.816666666666667,0.9830646799864,0.865663166387072,0.719719888455536,0.62,0.79548306702539,1,0,1,0,request_more_data,0,1
low_quality_artifact,343,142.772682910823,3.58383958458841,0.655593775593776,0.733333333333333,0.945772641877954,0.858333235247987,0.706402261574909,0.62,0.779785753634095,1,0,1,0,request_more_data,0,1
low_quality_artifact,344,143.269182132312,3.59630373529156,0.685548730548731,0.733333333333333,0.9563705353495,0.858087194628589,0.690169280817079,0.62,0.769848627130011,1,0,1,0,request_more_data,0,1
low_quality_artifact,345,143.669473111367,3.60635266764053,0.726372549019608,0.85,0.93807150109218,0.860613925675172,0.63067039343192,0.62,0.745840651337408,1,0,0,1,request_confirmation,0,1
low_quality_artifact,346,144.086666752088,3.61682592557386,0.772600732600733,0.866666666666667,0.913004633858918,0.855982998207505,0.563774242486147,0.62,0.718788656027989,1,0,0,1,request_confirmation,0,1
low_quality_artifact,347,144.39562141183,3.62458194466272,0.684357389304198,0.783333333333333,0.978472711551504,0.866120157267938,0.577123475706328,0.62,0.738410243123016,1,0,0,1,request_confirmation,0,1
low_quality_artifact,348,144.785263427865,3.6343635447095,0.555538277511962,0.733333333333333,0.995837550619253,0.865331090745965,0.638891949579885,0.62,0.778892855930215,1,0,0,1,request_confirmation,0,1
low_quality_artifact,349,145.187377265362,3.64445823822255,0.624848678601876,0.85,0.989746939237166,0.875204567953558,0.633480181398818,0.62,0.764901688643331,1,0,0,1,request_confirmation,0,1
low_quality_artifact,350,145.678234041862,3.65678074059751,0.617840136054422,0.816666666666667,0.990338611807082,0.879393412387196,0.639108649869948,0.62,0.76773919747379,1,0,0,1,request_confirmation,0,1
low_quality_artifact,351,146.116763600617,3.66778961688884,0.63703055337005,0.683333333333333,0.998683220074587,0.878142495579997,0.671257561233163,0.62,0.773286617538677,1,0,1,0,request_more_data,0,1
low_quality_artifact,352,146.600414861745,3.67993123150889,0.596845238095238,0.7,0.989477744285249,0.873383008996692,0.70041121656735,0.62,0.788682997781715,1,0,1,0,request_more_data,0,1
low_quality_artifact,353,147.006612788425,3.69012845227848,0.624132882882883,0.8,0.965267490879499,0.870437684901142,0.686590661509295,0.62,0.779901466303684,1,0,1,0,request_more_data,0,1
low_quality_artifact,354,147.435284693631,3.70088986135518,0.610274122807018,0.8,0.981033251188936,0.872059017938859,0.683276614870762,0.62,0.78146811005855,1,0,1,0,request_more_data,0,1
low_quality_artifact,355,147.866712549645,3.71172045601105,0.630178571428571,0.7,0.989474183155229,0.871200342214281,0.700464057462073,0.62,0.782697793232238,1,0,1,0,request_more_data,0,1
low_quality_artifact,356,148.265747176919,3.72173784881826,0.713455580440463,0.783333333333333,0.914644236737497,0.857253531252339,0.657092363050766,0.62,0.755563857174931,1,0,1,0,request_more_data,0,1
low_quality_artifact,357,148.695733755754,3.7325322615524,0.763379715522573,0.816666666666667,0.874986146457714,0.83772339752561,0.59698678711086,0.62,0.729747951596978,1,0,0,1,request_confirmation,0,1
low_quality_artifact,358,149.099362885015,3.7426649950544,0.617886904761905,0.8,0.976417455075408,0.849337653020949,0.619474191611789,0.62,0.762233130794158,1,0,0,1,request_confirmation,0,1
low_quality_artifact,359,149.513800703839,3.75306907064473,0.578579545454545,0.733333333333333,0.981035006102675,0.851469690426813,0.662776248098712,0.62,0.781433031285821,1,0,0,1,request_confirmation,0,1
low_quality_artifact,360,150.013894138986,3.7656234507355,0.596812354312354,0.65,0.939251164984991,0.839996958445883,0.703171901288521,0.62,0.789461908584562,1,0,0,1,request_confirmation,0,1
low_quality_artifact,361,150.468535803606,3.77703680644382,0.616190476190476,0.7,0.940628878298738,0.835479382113508,0.716440910744222,0.62,0.789689169294096,1,0,0,1,request_confirmation,0,1
low_quality_artifact,362,150.86330241367,3.7869470546526,0.539005167958656,0.716666666666667,0.968709143898331,0.834811749497974,0.747802237960495,0.62,0.812363696396381,1,0,0,1,request_confirmation,0,1
low_quality_artifact,363,151.227400244533,3.79608739171286,0.558109756097561,0.683333333333333,0.968708662607075,0.833831270283121,0.772412635501034,0.62,0.815815781842729,1,0,1,0,request_more_data,0,1
low_quality_artifact,364,151.715206254219,3.8083333074273,0.627052071668533,0.783333333333333,0.96172594167589,0.842213616385037,0.745698109063389,0.62,0.795926097637413,1,0,1,0,request_more_data,0,1
low_quality_artifact,365,152.096428197745,3.81790352939304,0.705077519379845,0.833333333333333,0.932190146069651,0.846684119189881,0.683617049531451,0.62,0.764498820380434,1,0,1,0,request_more_data,0,1
low_quality_artifact,366,152.556041111063,3.82944168367158,0.770088383838384,0.733333333333333,0.854205957469995,0.822248920345014,0.638143892284796,0.62,0.740064380748834,1,0,1,0,request_more_data,0,1
low_quality_artifact,367,152.950894829034,3.83935411864326,0.632992801771872,0.716666666666667,0.942752310169162,0.825559196242372,0.662997554625038,0.62,0.771700610976074,1,0,1,0,request_more_data,0,1
low_quality_artifact,368,153.319995389221,3.84862004456555,0.545174418604651,0.716666666666667,0.978201502147615,0.830193487056528,0.709821425584935,0.62,0.800618603814945,1,0,1,0,request_more_data,0,1
low_quality_artifact,369,153.742469125826,3.85922585439016,0.626212121212121,0.733333333333333,0.939243348405862,0.830617886007436,0.711068358445436,0.62,0.78638095854654,1,0,1,0,request_more_data,0,1
low_quality_artifact,370,154.166368213837,3.86986744633475,0.754974292042398,0.816666666666667,0.920043333968274,0.83751980125773,0.646992909891754,0.62,0.745262642202059,1,0,0,1,request_confirmation,0,1
low_quality_artifact,371,154.591265794693,3.88053410451263,0.719101307189543,0.85,0.954346736764491,0.853471856038148,0.606316297729707,0.62,0.7403303280702,1,0,0,1,request_confirmation,0,1
low_quality_artifact,372,155.007115287363,3.89097361886056,0.649881342062193,0.783333333333333,0.924259583315099,0.845895593546382,0.612279919258508,0.62,0.754459735821188,1,0,0,1,request_confirmation,0,1
low_quality_artifact,373,155.418984718596,3.90131321747165,0.553191554467564,0.716666666666667,0.975876233806923,0.845017127316569,0.668444995918293,0.62,0.787590119052961,1,0,0,1,request_confirmation,0,1
low_quality_artifact,374,155.823460864541,3.91146721453892,0.558223443223443,0.7,0.986769704138903,0.846285839703454,0.712557778314479,0.62,0.799035958147834,1,0,0,1,request_confirmation,0,1
low_quality_artifact,375,156.303111655952,3.92350840109127,0.534155052264808,0.683333333333333,0.972023670518159,0.841391122951877,0.752655029082436,0.62,0.814595498735416,1,0,0,1,request_confirmation,0,1
low_quality_artifact,376,156.775228374674,3.93536045176314,0.596393308853529,0.716666666666667,0.941425714797696,0.836343876845184,0.753566536584117,0.62,0.803647834649918,1,0,1,0,request_more_data,0,1
low_quality_artifact,377,157.234709369291,3.94689529434552,0.666403205531112,0.716666666666667,0.972591152743961,0.845612455738031,0.738562847704045,0.62,0.786845020361532,1,0,1,0,request_more_data,0,1
low_quality_artifact,378,157.675315376618,3.95795629794502,0.700116279069767,0.716666666666667,0.968706092878565,0.853119995734598,0.71663239648509,0.62,0.774636140783267,1,0,1,0,request_more_data,0,1
low_quality_artifact,379,158.070803481328,3.96788465860514,0.724488636363636,0.8,0.9490852884442,0.858569421724184,0.666660442745525,0.62,0.756256969423292,1,0,1,0,request_more_data,0,1
low_quality_artifact,380,158.46514208448,3.97778416209889,0.624061784897025,0.766666666666667,0.98843586332675,0.865191285057886,0.675043138973921,0.62,0.776680957631233,1,0,1,0,request_more_data,0,1
low_quality_artifact,381,158.933515798932,3.98954224813338,0.671056535685646,0.716666666666667,0.983808772407124,0.8686339397615,0.678790843266812,0.62,0.769271259691291,1,0,1,0,request_more_data,0,1
low_quality_artifact,382,159.311593358292,3.99903353326212,0.628472222222222,0.75,0.975554894608236,0.867842281760133,0.683919127766663,0.62,0.778372355774666,1,0,1,0,request_more_data,0,1
low_quality_artifact,383,159.640850022659,4.00729921527545,0.547271557271557,0.7,0.989976344564935,0.862878980892559,0.72456046810139,0.62,0.804368050759509,1,0,1,0,request_more_data,0,1
low_quality_artifact,384,160.119415978963,4.01931316805244,0.571064993564994,0.616666666666667,0.993161100518793,0.856885203187539,0.767075735129941,0.62,0.811989506994685,1,0,1,0,request_more_data,0,1
